CourseTitle,Section,CrsPBADiv,N.Ret,CrsLvlNum,N.NOCRED,NComb,PCT.C_MINUS_OR_BELOW,PCT.WDRAW,PCT.DF,CrsPBADept,Workload.Raw,Hours,Instructors.title,RAP,N.ENROLL,PCT.GRADE,Subject_Label,CrsPBAColl,Level,Instructors.name,Workload.Hrs_Wk,NIntrFCQ,N.PASS,AvgInstructor,PCT.F,PCT.D,PCT.B,PCT.C,Instruction_Mode,PCT.A,N.GRADE,N.EOT,Instructors.group,PCT.INCOMP,Course,AvgCourse,N.INCOMP,YearTerm,Activity_Type,Honors,AVG_GRD,Subject
Marketing Research and Analytics,001,,18,3XXX,0,1,0.08,0.08,0,BADM,2.22,3,ASST PROFESSOR,0,26,1,Marketing,BU,Upper,"FERNBACH, PHILIP M",4-6,1,0,5,0,0,0.42,0.21,P  - In Person,0.38,24,24,1 TTT,0,3350,4.55,0,20141,LEC - Lecture,0,3.14,MKTG
Marketing Research and Analytics,002,,35,3XXX,0,1,0.03,0.02,0,BADM,2.31,3,ASST PROFESSOR,0,40,1,Marketing,BU,Upper,"FERNBACH, PHILIP M",4-6,1,0,5.35,0,0,0.54,0.23,P  - In Person,0.23,39,39,1 TTT,0,3350,4.8,0,20141,LEC - Lecture,0,2.96,MKTG
Marketing Research and Analytics,003,,33,3XXX,0,1,0,0,0,BADM,2.42,3,ASST PROFESSOR,0,45,1,Marketing,BU,Upper,"FERNBACH, PHILIP M",4-6,1,0,5.45,0,0,0.6,0.16,P  - In Person,0.24,45,45,1 TTT,0,3350,4.88,0,20141,LEC - Lecture,0,3.14,MKTG
Experimental Seminar,001,,39,3XXX,0,1,0,0.02,0,BADM,2.59,3,ASSOCIATE PROFESSOR,0,46,0.98,Marketing,BU,Upper,"KORNISH, LAURA JOYCE",7-9,1,0,5.15,0,0,0.5,0.32,P  - In Person,0.18,44,45,1 TTT,0.02,3825,4.79,1,20141,LEC - Lecture,0,2.89,MKTG
Experimental Seminar,002,,30,3XXX,0,1,0,0,0,BADM,2.59,3,ASSOCIATE PROFESSOR,0,38,0.97,Marketing,BU,Upper,"KORNISH, LAURA JOYCE",7-9,1,0,5.3,0,0,0.54,0.16,P  - In Person,0.3,37,38,1 TTT,0.03,3825,5.13,1,20141,LEC - Lecture,0,3.12,MKTG
Product Strategy,001,,39,4XXX,0,1,0,0.02,0,BADM,2.53,3,LECTURER,0,43,1,Marketing,BU,Upper,"EDWARDS, EMILY JANE",7-9,1,0,5.36,0,0,0.79,0.07,P  - In Person,0.14,42,42,3 Supp,0,4250,5,0,20141,LEC - Lecture,0,3.08,MKTG
Product Strategy,002,,43,4XXX,0,1,0.02,0,0,BADM,2.38,3,LECTURER,0,50,1,Marketing,BU,Upper,"EDWARDS, EMILY JANE",4-6,1,0,5.23,0,0,0.6,0.12,P  - In Person,0.28,50,50,3 Supp,0,4250,5.07,0,20141,LEC - Lecture,0,3.15,MKTG
Product Strategy,003,,31,4XXX,0,1,0,0,0,BADM,2.80,3,LECTURER,0,37,1,Marketing,BU,Upper,"EDWARDS, EMILY JANE",7-9,1,0,5.45,0,0,0.65,0.08,P  - In Person,0.27,37,37,3 Supp,0,4250,5.16,0,20141,LEC - Lecture,0,3.21,MKTG
Pricing and Channels of Distribution,001,,32,4XXX,0,1,0,0,0,BADM,2.06,3,ASST PROFESSOR,0,46,1,Marketing,BU,Upper,"SUN, YACHENG",4-6,1,0,4.88,0,0,0.93,0,P  - In Person,0.07,46,46,1 TTT,0,4300,4.09,0,20141,LEC - Lecture,0,3.14,MKTG
Pricing and Channels of Distribution,002,,18,4XXX,0,1,0,0,0,BADM,2.22,3,ASST PROFESSOR,0,35,1,Marketing,BU,Upper,"SUN, YACHENG",4-6,1,0,5.05,0,0,0.8,0.03,P  - In Person,0.17,35,35,1 TTT,0,4300,4.28,0,20141,LEC - Lecture,0,3.17,MKTG
Advertising and Promotion Management,001,,32,4XXX,0,1,0.02,0,0,BADM,1.74,3,TEACHING ASSISTANT,0,40,1,Marketing,BU,Upper,"PARKINSON, PAUL",4-6,1,0,3.28,0,0,0.47,0.17,P  - In Person,0.35,40,40,4 TA Cred,0,4550,3.38,0,20141,LEC - Lecture,0,3.19,MKTG
Advertising and Promotion Management,002,,47,4XXX,0,1,0.02,0,0,BADM,1.74,3,TEACHING ASSISTANT,0,55,1,Marketing,BU,Upper,"SCOTT, ALLISON COURTNEY",4-6,1,0,2.41,0,0,0.49,0.11,P  - In Person,0.4,55,55,4 TA Cred,0,4550,2.64,0,20141,LEC - Lecture,0,3.26,MKTG
Senior Seminar in Marketing,001,,25,4XXX,0,1,0,0,0,BADM,3.21,3,ASSOCIATE PROFESSOR,0,25,1,Marketing,BU,Upper,"SINHA, ATANU R",7-9,1,0,4.84,0,0,0.48,0.24,P  - In Person,0.28,25,25,1 TTT,0,4850,4.32,0,20141,SEM - Seminar,0,3.02,MKTG
Senior Seminar in Marketing,002,,38,4XXX,0,1,0.02,0,0,BADM,2.84,3,PROFESSOR,0,44,1,Marketing,BU,Upper,"LYNCH, JOHN G.",7-9,1,0,5.53,0,0,0.5,0.2,P  - In Person,0.3,44,44,1 TTT,0,4850,5.16,0,20141,SEM - Seminar,0,3.1,MKTG
Senior Seminar in Marketing,003,,30,4XXX,0,1,0,0,0,BADM,2.10,3,SENIOR INSTRUCTOR,0,44,1,Marketing,BU,Upper,"LEWIS, MARY BETH",4-6,1,0,5.6,0,0,0.43,0.02,P  - In Person,0.55,44,44,2 Other reg,0,4850,4.83,0,20141,SEM - Seminar,0,3.51,MKTG
Senior Seminar in Marketing,004,,19,4XXX,0,1,0.03,0,0.03,BADM,2.59,3,SENIOR INSTRUCTOR,0,30,1,Marketing,BU,Upper,"LEWIS, MARY BETH",7-9,1,0,5.79,0.03,0,0.33,0.03,P  - In Person,0.6,30,30,2 Other reg,0,4850,5.1,0,20141,SEM - Seminar,0,3.46,MKTG
Principles of Real Estate,001,,23,3XXX,0,1,0,0.07,0,BADM,2.42,3,INSTRUCTOR,0,44,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.78,0,0,0.49,0.24,P  - In Person,0.27,41,41,2 Other reg,0,3000,5.56,0,20141,LEC - Lecture,0,3,REAL
Principles of Real Estate,002,,35,3XXX,0,1,0.04,0.02,0,BADM,2.03,3,INSTRUCTOR,0,46,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.83,0,0,0.44,0.27,P  - In Person,0.29,45,45,2 Other reg,0,3000,5.57,0,20141,LEC - Lecture,0,2.99,REAL
Real Estate Law,001,,32,4XXX,0,1,0,0.02,0,BADM,2.38,3,INSTRUCTOR,0,44,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.9,0,0,0.56,0.09,P  - In Person,0.35,43,43,2 Other reg,0,4000,5.63,0,20141,LEC - Lecture,0,3.22,REAL
Real Estate Finance and Investment Analysis,001,,20,4XXX,0,1,0.03,0,0.03,BADM,2.21,3,LECTURER,0,31,1,Real Estate,BU,Upper,"GODLEY, MATTHEW D",4-6,1,0,5.25,0,0.03,0.52,0.16,P  - In Person,0.29,31,31,3 Supp,0,4100,4.75,0,20141,LEC - Lecture,0,3.06,REAL
Real Estate Internship,800,,,4XXX,0,1,,,,BADM,,3,INSTRUCTOR,1,45,,Real Estate,BU,Upper,"SEARS, CURTIS R",,,43,,,,,,P  - In Person,,,44,2 Other reg,,4810,,1,20141,INT - Internship,0,,REAL
Energy and Interactions,001,,8,1XXX,0,1,0,0,0,EDUC,1.43,3,RESEARCH ASSOCIATE,0,13,1,Education,EB,Lower,"ROSS, MICHAEL J",0-3,1,0,5.5,0,0,0.15,0.08,P  - In Person,0.77,13,13,3 Supp,0,1580,5.13,0,20141,LEC - Lecture,0,3.72,EDUC
Step 1: Inquiry Approaches to Teaching,001,,9,2XXX,0,1,0.1,0.05,0.1,EDUC,2.18,1,INSTRUCTOR,0,22,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,6,0.05,0.05,0,0,P  - In Person,0.9,21,21,2 Other reg,0,2020,5.82,0,20141,SEM - Seminar,0,3.65,EDUC
Step 1: Inquiry Approaches to Teaching,002,,13,2XXX,0,1,0,0.05,0,EDUC,1.62,1,INSTRUCTOR,0,21,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.17,0,0,0,0.05,P  - In Person,0.95,20,20,2 Other reg,0,2020,4.96,0,20141,SEM - Seminar,0,3.9,EDUC
Step 1: Inquiry Approaches to Teaching,003,,8,2XXX,0,1,0,0,0,EDUC,1.50,1,INSTRUCTOR,0,22,1,Education,EB,Lower,"BUNNING, KIMBERLY A",0-3,2,0,5.57,0,0,0.05,0,P  - In Person,0.95,22,22,2 Other reg,0,2020,5.29,0,20141,SEM - Seminar,0,3.94,EDUC
Step 2: Inquiry-Based Lesson Design,001,,8,2XXX,0,1,0,0,0,EDUC,2.00,1,INSTRUCTOR,0,12,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.75,0,0,0,0,P  - In Person,1,12,12,2 Other reg,0,2030,5.63,0,20141,SEM - Seminar,0,4,EDUC
Step 2: Inquiry-Based Lesson Design,002,,7,2XXX,0,1,0,0,0,EDUC,2.29,1,INSTRUCTOR,0,10,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.79,0,0,0,0,P  - In Person,1,10,10,2 Other reg,0,2030,5.69,0,20141,SEM - Seminar,0,4,EDUC
Education in Film,001,,18,2XXX,0,1,0.05,0.04,0.05,EDUC,2.89,3,PROFESSOR,0,23,0.91,Education,EB,Lower,"LISTON, DANIEL P",7-9,1,0,6,0.05,0,0.55,0.1,P  - In Person,0.3,20,22,1 TTT,0.09,2150,5.67,2,20141,SEM - Seminar,0,3.05,EDUC
Teaching English as a Second Language,002,,18,2XXX,0,2,0.05,0.04,0,EDUC,2.00,3,LECTURER,0,23,0.92,Education,EB,Lower,"URIBE, MARIA",4-6,1,0,3.94,0,0,0.35,0.05,P  - In Person,0.6,20,22,3 Supp,0.08,2625,3.61,2,20141,LEC - Lecture,0,3.5,EDUC
School and Society,001,,15,3XXX,0,1,0,0,0,EDUC,1.79,3,GRAD PART-TIME INSTRUCTOR,0,27,1,Education,EB,Upper,"CHANG-ORDER, JOSEPHINA SUE",4-6,1,0,5.07,0,0,0.19,0.11,P  - In Person,0.7,27,27,4 TA Cred,0,3013,4.67,0,20141,LEC - Lecture,0,3.55,EDUC
School and Society,002,,30,3XXX,0,1,0,0,0,EDUC,1.97,3,GRAD PART-TIME INSTRUCTOR,0,30,1,Education,EB,Upper,"HARRIS, MICHAEL D",4-6,1,0,5.77,0,0,0.07,0.07,P  - In Person,0.87,30,30,4 TA Cred,0,3013,5.13,0,20141,LEC - Lecture,0,3.61,EDUC
School and Society,003,,24,3XXX,0,1,0.11,0,0.07,EDUC,2.57,3,GRAD PART-TIME INSTRUCTOR,0,28,0.96,Education,EB,Upper,"MEENS, DAVID ERIC",7-9,1,0,5.67,0,0.07,0.44,0.15,P  - In Person,0.33,27,28,4 TA Cred,0.04,3013,5.33,1,20141,LEC - Lecture,0,3.04,EDUC
School and Society,004,,27,3XXX,0,1,0,0,0,EDUC,1.95,3,GRAD PART-TIME INSTRUCTOR,0,33,1,Education,EB,Upper,"HOTCHKISS, JACQUELINE SUZANNE",4-6,1,0,5.38,0,0,0.24,0.18,P  - In Person,0.58,33,33,4 TA Cred,0,3013,4.85,0,20141,LEC - Lecture,0,3.4,EDUC
School and Society,005,,20,3XXX,0,1,0,0.04,0,EDUC,1.95,3,GRAD PART-TIME INSTRUCTOR,0,26,1,Education,EB,Upper,"MILBOURN, TAMARA L",4-6,1,0,4.55,0,0,0.6,0,P  - In Person,0.4,25,25,4 TA Cred,0,3013,4.5,0,20141,LEC - Lecture,0,3.44,EDUC
School and Society,006,,28,3XXX,0,1,0.03,0.03,0.03,EDUC,2.26,3,GRAD PART-TIME INSTRUCTOR,0,32,1,Education,EB,Upper,"PRICE, EMILY CLAIRE",4-6,1,0,5.71,0,0.03,0.26,0.03,P  - In Person,0.68,31,31,4 TA Cred,0,3013,5.32,0,20141,LEC - Lecture,0,3.54,EDUC
School and Society,007,,25,3XXX,0,1,0.07,0,0,EDUC,1.53,3,GRAD PART-TIME INSTRUCTOR,0,30,1,Education,EB,Upper,"WILEY, KATHRYN ELIZABETH",4-6,1,0,5.64,0,0,0.2,0.07,P  - In Person,0.73,30,30,4 TA Cred,0,3013,4.92,0,20141,LEC - Lecture,0,3.59,EDUC
School and Society,008,,26,3XXX,0,1,0.03,0,0,EDUC,2.25,3,GRAD PART-TIME INSTRUCTOR,0,30,1,Education,EB,Upper,"PFLEGER, RYAN H",4-6,1,0,5.08,0,0,0.27,0.1,P  - In Person,0.63,30,30,4 TA Cred,0,3013,4.35,0,20141,LEC - Lecture,0,3.41,EDUC
School and Society,009,,17,3XXX,0,1,0,0.09,0,EDUC,2.06,3,LECTURER,0,32,1,Education,EB,Upper,"BARTELS, BRADLEY C",4-6,1,0,5.35,0,0,0.52,0.1,P  - In Person,0.38,29,29,3 Supp,0,3013,5.18,0,20141,LEC - Lecture,0,3.19,EDUC
School and Society,010,,22,3XXX,0,1,0,0.03,0,EDUC,2.17,3,GRAD PART-TIME INSTRUCTOR,0,32,1,Education,EB,Upper,"MURRAY, KEVIN J",4-6,1,0,5.82,0,0,0.42,0.06,P  - In Person,0.52,31,31,4 TA Cred,0,3013,5.5,0,20141,LEC - Lecture,0,3.44,EDUC
School and Society,011,,31,3XXX,0,1,0,0,0,EDUC,1.68,3,GRAD PART-TIME INSTRUCTOR,0,33,1,Education,EB,Upper,"LIBBY, KENNETH M",4-6,1,0,5.48,0,0,0,0,P  - In Person,1,33,33,4 TA Cred,0,3013,5,0,20141,LEC - Lecture,0,4,EDUC
School and Society,801,,18,3XXX,0,1,0,0,0,EDUC,1.81,3,GRAD PART-TIME INSTRUCTOR,1,23,1,Education,EB,Upper,"SUAREZ, MICHAEL FRANCES",4-6,1,0,5.89,0,0,0.35,0,P  - In Person,0.65,23,23,4 TA Cred,0,3013,5.83,0,20141,LEC - Lecture,0,3.65,EDUC
Differentiating Instruction in Diverse Secondary Classrooms,010,,18,4XXX,0,1,0,0,0,EDUC,2.88,3,INSTRUCTOR,0,24,1,Education,EB,Upper,"WILLMANN, KENT D",7-9,1,0,5.94,0,0,0,0,P  - In Person,1,24,24,2 Other reg,0,4023,5.89,0,20141,LEC - Lecture,0,3.99,EDUC
Knowing and Learning in Mathematics and  Science,001,,18,4XXX,0,1,0,0,0,EDUC,2.71,3,ASST PROFESSOR,0,22,1,Education,EB,Upper,"HAND, VICTORIA",7-9,1,0,5.33,0,0,0.27,0,P  - In Person,0.73,22,22,1 TTT,0,4050,4.5,0,20141,SEM - Seminar,0,3.71,EDUC
Classroom Interactions,010,,13,4XXX,0,2,0,0,0,EDUC,3.54,3,INSTRUCTOR,0,20,1,Education,EB,Upper,"BUNNING, KIMBERLY A",10-12,1,0,6,0,0,0.2,0,P  - In Person,0.8,20,20,2 Other reg,0,4060,5.62,0,20141,SEM - Seminar,0,3.66,EDUC
Educational Psychology and Adolescent Development,001,,56,4XXX,0,2,0,0.06,0,EDUC,1.58,3,ASST PROFESSOR,0,99,0.99,Education,EB,Upper,"O'CONNOR, KEVIN C",4-6,1,0,2.58,0,0,0.07,0,P  - In Person,0.93,92,93,1 TTT,0.01,4112,2.61,1,20141,LEC - Lecture,0,3.93,EDUC
Language and Literacy across the Curriculum,001,,20,4XXX,0,2,0.04,0.03,0.04,EDUC,2.20,3,RESEARCH ASSOCIATE,0,29,1,Education,EB,Upper,"ARYA, DIANA JALEH",4-6,1,0,5.7,0.04,0,0.04,0,P  - In Person,0.93,28,28,3 Supp,0,4232,4.55,0,20141,LEC - Lecture,0,3.77,EDUC
Reading and Literacy in the Secondary Classroom,010,,15,4XXX,0,1,0,0,0,EDUC,2.93,3,INSTRUCTOR,0,16,1,Education,EB,Upper,"WILLMANN, KENT D",7-9,1,0,5.8,0,0,0.06,0,P  - In Person,0.94,16,16,2 Other reg,0,4295,5.47,0,20141,SEM - Seminar,0,3.9,EDUC
Children's Literature and Literacy Engagement in Elementary Schools,001,,20,4XXX,0,1,0,0,0,EDUC,2.84,3,LECTURER,0,21,1,Education,EB,Upper,"KANTOR, JULIA C",7-9,1,0,5.75,0,0,0.19,0,P  - In Person,0.81,21,21,3 Supp,0,4311,5.75,0,20141,LEC - Lecture,0,3.72,EDUC
Writing Instruction for Elementary Schools,010,,21,4XXX,0,1,0,0,0,EDUC,2.77,5,ASSOCIATE PROFESSOR,0,21,1,Education,EB,Upper,"DALTON, BRIDGET MONROE",7-9,2,0,5.5,0,0,0,0,P  - In Person,1,21,21,1 TTT,0,4321,5.48,0,20141,LEC - Lecture,0,4,EDUC
Elementary Social Studies Methods,010,,11,4XXX,0,1,0.04,0,0,EDUC,3.10,3,LECTURER,0,23,1,Education,EB,Upper,"WHITE, JEANMARIE MICHELLE",7-9,1,0,5.91,0,0,0.09,0.04,P  - In Person,0.87,23,23,3 Supp,0,4331,5.64,0,20141,LEC - Lecture,0,3.77,EDUC
Elementary Social Studies Methods,020,,16,4XXX,0,1,0,0,0,EDUC,2.80,3,LECTURER,0,21,1,Education,EB,Upper,"WHITE, JEANMARIE MICHELLE",7-9,1,0,5.94,0,0,0,0,P  - In Person,1,21,21,3 Supp,0,4331,5.38,0,20141,LEC - Lecture,0,3.97,EDUC
Elementary Reading Assessment and Instruction,010,,22,4XXX,0,1,0.04,0,0,EDUC,2.45,3,SENIOR INSTRUCTOR,0,23,1,Education,EB,Upper,"BEGLEY, DONNA M",4-6,1,0,6,0,0,0.09,0.04,P  - In Person,0.87,23,23,2 Other reg,0,4341,5.82,0,20141,LEC - Lecture,0,3.75,EDUC
Elementary Reading Assessment and Instruction,020,,21,4XXX,0,1,0,0,0,EDUC,2.19,3,SENIOR INSTRUCTOR,0,21,1,Education,EB,Upper,"BEGLEY, DONNA M",4-6,1,0,5.9,0,0,0,0,P  - In Person,1,21,21,2 Other reg,0,4341,5.71,0,20141,LEC - Lecture,0,3.93,EDUC
Composition for Teachers,001,,30,4XXX,0,2,0.03,0,0.03,EDUC,1.92,3,STUDENT ASST VI,0,30,1,Education,EB,Upper,"WENK, MICHAEL JAMES",4-6,1,0,4.38,0.03,0,0.17,0,P  - In Person,0.8,30,30,4 TA Cred,0,4342,3.17,0,20141,LEC - Lecture,0,3.64,EDUC
Composition for Teachers,002,,19,4XXX,0,1,0,0,0,EDUC,2.23,3,STUDENT ASST VI,0,20,1,Education,EB,Upper,"WENK, MICHAEL JAMES",4-6,1,0,5.28,0,0,0.05,0,P  - In Person,0.95,20,20,4 TA Cred,0,4342,4.37,0,20141,LEC - Lecture,0,3.93,EDUC
Differentiating Instruction in Diverse Elementary Classrooms,010,,22,4XXX,0,1,0,0,0,EDUC,1.86,3,PROFESSIONAL RESEARCH ASST,0,25,1,Education,EB,Upper,"EPPOLITO, AMY M",4-6,1,0,5.45,0,0,0.12,0,P  - In Person,0.88,25,25,3 Supp,0,4351,5.23,0,20141,LEC - Lecture,0,3.87,EDUC
Educational Psychology for Elementary Schools,010,,10,4XXX,0,1,0,0,0,EDUC,2.56,3,ASSOCIATE PROFESSOR,0,14,1,Education,EB,Upper,"JUROW, AACHEY SUSAN",7-9,1,0,5.9,0,0,0,0,P  - In Person,1,14,14,1 TTT,0,4411,5.67,0,20141,LEC - Lecture,0,4,EDUC
Educational Psychology for Elementary Schools,020,,18,4XXX,0,1,0,0,0,EDUC,2.90,3,GRAD PART-TIME INSTRUCTOR,0,22,1,Education,EB,Upper,"SUAREZ, MICHAEL FRANCES",7-9,2,0,5.22,0,0,0.36,0,P  - In Person,0.64,22,22,4 TA Cred,0,4411,4.34,0,20141,LEC - Lecture,0,3.51,EDUC
Math and Science Education,001,,17,4XXX,0,1,0,0,0,EDUC,2.41,2,RESEARCH ASSOCIATE,0,24,1,Education,EB,Upper,"LANGDON, LAURIE S.",4-6,1,0,5.12,0,0,0,0,P  - In Person,1,24,24,3 Supp,0,4610,3.82,0,20141,SEM - Seminar,0,4,EDUC
Math and Science Education,002,,18,4XXX,0,1,0,0,0,EDUC,1.67,2,RESEARCH ASSOCIATE,0,20,1,Education,EB,Upper,"LANGDON, LAURIE S.",4-6,1,0,4.41,0,0,0,0,P  - In Person,1,20,20,3 Supp,0,4610,3,0,20141,SEM - Seminar,0,4,EDUC
Math and Science Education,003,,30,4XXX,0,1,0,0,0,EDUC,1.59,2,RESEARCH ASSOCIATE,0,30,1,Education,EB,Upper,"LANGDON, LAURIE S.",4-6,1,0,4.8,0,0,0,0,P  - In Person,1,30,30,3 Supp,0,4610,3.9,0,20141,SEM - Seminar,0,4,EDUC
Student Teaching: Elementary School 1,001,,,4XXX,0,1,,,,EDUC,,10,LECTURER,0,22,,Education,EB,Upper,"SPRIGGS, BARBARA J",,,20,,,,,,P  - In Person,,,21,3 Supp,,4691,,1,20141,PRA - Practicum,0,,EDUC
Student Teaching: Secondary School,001,,,4XXX,0,1,,,,EDUC,,10,LECTURER,0,24,,Education,EB,Upper,"SPRIGGS, BARBARA J",,,24,,,,,,P  - In Person,,,24,3 Supp,,4712,,0,20141,PRA - Practicum,0,,EDUC
Student Teaching K-12,001,,,4XXX,0,1,,,,EDUC,,8,LECTURER,0,17,,Education,EB,Upper,"SPRIGGS, BARBARA J",,,17,,,,,,P  - In Person,,,17,3 Supp,,4732,,0,20141,PRA - Practicum,0,,EDUC
Special Topics,801,,0,4XXX,0,1,0.18,0.06,0.18,EDUC,,1,ACADEMIC SERVICES PROFESSIONAL,1,18,1,Education,EB,Upper,"WAHL, LORETTA LYNN",,1,0,,0.18,0,0.29,0.29,P  - In Person,0.24,17,17,3 Supp,0,4800,,0,20141,LEC - Lecture,0,2.34,EDUC
Teaching and Learning Chemistry,001,,15,4XXX,0,2,0,0.05,0,EDUC,2.36,3,INSTRUCTOR,0,19,0.95,Education,EB,Upper,"ANDREW, JULIE ANN",4-6,2,0,5.7,0,0,0.18,0.06,P  - In Person,0.76,17,18,2 Other reg,0.05,4822,5.23,1,20141,LEC - Lecture,0,3.64,EDUC
Curriculum Theories,001,,27,5XXX,0,1,0,0,0,EDUC,2.54,3,PROFESSOR,0,27,0.93,Education,EB,Masters,"LISTON, DANIEL P",7-9,1,0,5.58,0,0,0.04,0,P  - In Person,0.96,25,27,1 TTT,0.07,5065,5.5,2,20141,LEC - Lecture,0,3.88,EDUC
Elementary Mathematics Theory and Methods,010,,19,5XXX,0,1,0,0,0,EDUC,3.28,3,LECTURER,0,25,1,Education,EB,Masters,"SCHEFF, AMY LAUREN",7-9,1,0,2.37,0,0,0.32,0,P  - In Person,0.68,25,25,3 Supp,0,5205,2.05,0,20141,LEC - Lecture,0,3.69,EDUC
Elementary Science Theory and Methods,010,,25,5XXX,0,1,0,0,0,EDUC,2.88,3,ASST PROFESSOR,0,25,1,Education,EB,Masters,"MANZ, EVE ISABELLA",7-9,1,0,5.04,0,0,0.4,0,P  - In Person,0.6,25,25,1 TTT,0,5215,4.64,0,20141,LEC - Lecture,0,3.52,EDUC
Processes Involved in Literary Interpretation,001,,14,5XXX,0,1,0,0.06,0,EDUC,3.14,3,LECTURER,0,16,1,Education,EB,Masters,"KANTOR, JULIA C",7-9,1,0,5.5,0,0,0.07,0,P  - In Person,0.93,15,15,3 Supp,0,5255,5.36,0,20141,LEC - Lecture,0,3.91,EDUC
Reading Clinic Procedures K-12,001,,6,5XXX,0,1,0,0,0,EDUC,2.83,3,SENIOR INSTRUCTOR,0,10,1,Education,EB,Masters,"BEGLEY, DONNA M",7-9,1,0,5.83,0,0,0,0,P  - In Person,1,10,10,2 Other reg,0,5285,5.2,0,20141,SEM - Seminar,0,4,EDUC
Teaching Literature in Middle and Secondary Schools,010,,16,5XXX,0,1,0,0,0,EDUC,2.44,3,INSTRUCTOR,0,16,1,Education,EB,Masters,"WILLMANN, KENT D",4-6,1,0,5.75,0,0,0,0,P  - In Person,1,16,16,2 Other reg,0,5325,5.5,0,20141,LEC - Lecture,0,4,EDUC
Methods and Materials in Secondary English,010,,13,5XXX,0,1,0,0,0,EDUC,3.50,4,LECTURER,0,18,1,Education,EB,Masters,"ZERWIN, SARAH M",10-12,1,0,5.08,0,0,0,0,P  - In Person,1,18,18,3 Supp,0,5365,4.62,0,20141,LEC - Lecture,0,4,EDUC
Project-Based Math Instruction,010,,11,5XXX,0,1,0,0,0,EDUC,4.10,3,INSTRUCTOR,0,12,1,Education,EB,Masters,"BUNNING, KIMBERLY A",10-12,1,0,5.64,0,0,0.08,0,P  - In Person,0.92,12,12,2 Other reg,0,5375,5.18,0,20141,LEC - Lecture,0,3.84,EDUC
Literacy for Linguistically Different Learners,001,,37,5XXX,0,2,0,0,0,EDUC,3.06,3,ASST PROFESSOR,0,38,1,Education,EB,Masters,"HOPEWELL, SUSAN WALSH",7-9,1,0,5.46,0,0,0.08,0,P  - In Person,0.92,38,38,1 TTT,0,5455,5.22,0,20141,LEC - Lecture,0,3.86,EDUC
Differentiation in the Classroom,010,,26,5XXX,0,2,0,0,0,EDUC,3.15,3,INSTRUCTOR,0,27,0.96,Education,EB,Masters,"BUNNING, KIMBERLY A",7-9,1,0,5.46,0,0,0,0,P  - In Person,1,26,27,2 Other reg,0.04,5485,4.92,1,20141,LEC - Lecture,0,3.98,EDUC
Practicum in Linguistically Different: English as a Second Language,001,,8,5XXX,0,1,0,0,0,EDUC,3.25,4,RESEARCH ASSOCIATE,0,13,0.85,Education,EB,Masters,"ELSNES, AMANDA ARGENTINA",7-9,1,0,4.63,0,0,0.18,0,P  - In Person,0.82,11,13,3 Supp,0.15,5595,4,2,20141,PRA - Practicum,0,3.82,EDUC
Practicum in Linguistically Different: English as a Second Language,002,,3,5XXX,0,1,0,0,0,EDUC,3.00,3,LECTURER,0,13,0.92,Education,EB,Masters,"CHAVEZ, LORRETTA",7-9,1,0,5,0,0,0.17,0,P  - In Person,0.83,12,13,3 Supp,0.08,5595,4,1,20141,PRA - Practicum,0,3.81,EDUC
Practicum in Linguistically Different: English as a Second Language,003,,10,5XXX,0,1,0,0,0,EDUC,4.60,4,GRAD PART-TIME INSTRUCTOR,0,14,1,Education,EB,Masters,"SARRIS, JULIA SUZANNE",13-15,1,0,5.11,0,0,0,0,P  - In Person,1,14,14,4 TA Cred,0,5595,4.55,0,20141,PRA - Practicum,0,4,EDUC
Practicum in Linguistically Different: English as a Second Language,004,,8,5XXX,0,1,0,0.08,0,EDUC,4.25,4,LECTURER,0,13,1,Education,EB,Masters,"VIGIL, PETER M",10-12,1,0,5.25,0,0,0,0,P  - In Person,1,12,12,3 Supp,0,5595,4.88,0,20141,PRA - Practicum,0,3.97,EDUC
Education and Sociolinguistics,001,,21,5XXX,0,1,0,0.04,0,EDUC,2.71,3,PROFESSOR,0,25,1,Education,EB,Masters,"SOLANO-FLORES, GUILLERMO",7-9,1,0,5,0,0,0.08,0.08,P  - In Person,0.83,24,24,1 TTT,0,5635,4.76,0,20141,LEC - Lecture,0,3.8,EDUC
Assessment in Mathematics and Science Education,001,,14,5XXX,0,1,0,0,0,EDUC,2.29,3,ASSOCIATE PROFESSOR,0,14,1,Education,EB,Masters,"WEBB, DAVID C.",4-6,1,0,5.64,0,0,0.07,0,P  - In Person,0.93,14,14,1 TTT,0,5706,5.43,0,20141,LEC - Lecture,0,3.93,EDUC
